HOUSEHOLD_ID,COVERED,COV_LY,PRIVATE,AGE,INCOME,POVERTY_LEVEL,MEDICAID,SEX,EDUC,WORK,GRP,ETHNICITY,YEAR,FIPS,VIRGINIA,MALE,SUP2019,HIGHER_BAC,TREAT,POOREST,WHITE,OTHER_ETHNICITY
37448,1,1,0,44,4920,1,1,2,37,1,2,2,2018,51,1,0,0,0,0,1,0,1
37448,1,1,1,21,12277,1,0,2,39,1,1,2,2018,51,1,0,0,1,0,1,0,1
37449,1,1,0,37,30002,1,0,1,39,0,2,15,2018,51,1,1,0,1,0,1,0,1
37449,0,1,0,27,937,1,0,2,40,0,2,1,2018,51,1,0,0,1,0,1,1,0
37450,1,1,0,49,8000,1,1,2,39,1,2,2,2018,51,1,0,0,1,0,1,0,1
37452,1,1,1,57,10286,1,1,1,37,0,2,2,2018,51,1,1,0,0,0,1,0,1
37454,1,1,1,64,18001,3,0,2,40,0,2,4,2018,51,1,0,0,1,0,1,0,1
37457,1,1,1,49,19000,3,0,2,40,1,1,1,2018,51,1,0,0,1,0,1,1,0
37461,1,1,0,59,18600,2,0,1,39,0,2,1,2018,51,1,1,0,1,0,0,1,0
37461,0,2,0,58,0,2,0,2,39,0,2,1,2018,51,1,0,0,1,0,0,1,0
37466,1,1,1,56,3,1,0,2,43,0,1,1,2018,51,1,0,0,1,0,1,1,0
37467,1,1,1,62,10945,1,1,1,40,0,2,2,2018,51,1,1,0,1,0,1,0,1
37469,1,1,0,61,8196,1,1,2,39,0,2,1,2018,51,1,0,0,1,0,1,1,0
37469,1,1,0,56,12360,1,1,2,37,0,2,1,2018,51,1,0,0,0,0,1,1,0
37470,1,1,0,37,34000,3,1,1,35,1,2,1,2018,51,1,1,0,0,0,1,1,0
37470,1,1,0,28,0,3,1,2,35,0,2,1,2018,51,1,0,0,0,0,1,1,0
37483,1,1,1,46,25247,3,0,2,40,4,1,2,2018,51,1,0,0,1,0,1,0,1
37487,1,1,0,24,6500,1,1,2,39,1,2,2,2018,51,1,0,0,1,0,1,0,1
37490,0,2,0,53,23688,1,0,1,39,6,2,1,2018,51,1,1,0,1,0,1,1,0
37490,0,2,0,45,2,1,0,2,39,0,2,1,2018,51,1,0,0,1,0,1,1,0
37500,1,1,0,59,10500,1,0,1,41,0,2,1,2018,51,1,1,0,1,0,1,1,0
37500,1,1,0,61,13200,2,0,2,43,0,2,1,2018,51,1,0,0,1,0,0,1,0
37503,1,1,0,37,9010,1,1,1,36,0,2,2,2018,51,1,1,0,0,0,1,0,1
37504,1,1,0,37,3243,1,0,2,43,0,2,2,2018,51,1,0,0,1,0,1,0,1
37506,1,1,0,58,1900,1,0,1,39,0,2,2,2018,51,1,1,0,1,0,1,0,1
37507,1,1,0,27,26896,2,1,2,42,1,2,2,2018,51,1,0,0,1,0,0,0,1
37509,1,1,0,60,14667,2,0,2,40,0,2,2,2018,51,1,0,0,1,0,0,0,1
37526,1,1,0,59,9000,1,1,2,39,0,2,2,2018,51,1,0,0,1,0,1,0,1
37527,1,1,0,55,0,1,1,2,39,0,2,2,2018,51,1,0,0,1,0,1,0,1
37530,0,2,0,40,10,1,0,1,40,0,2,1,2018,51,1,1,0,1,0,1,1,0
37534,1,1,1,52,17402,3,0,2,40,1,2,1,2018,51,1,0,0,1,0,1,1,0
37542,0,2,0,31,0,1,0,2,42,0,2,2,2018,51,1,0,0,1,0,1,0,1
37557,1,1,0,62,9000,1,1,1,40,0,2,2,2018,51,1,1,0,1,0,1,0,1
37558,1,1,1,33,0,1,0,1,43,0,1,1,2018,51,1,1,0,1,0,1,1,0
37559,1,1,1,34,38880,3,0,2,43,4,1,2,2018,51,1,0,0,1,0,1,0,1
37564,1,1,0,44,18134,1,1,2,37,1,2,16,2018,51,1,0,0,0,0,1,0,1
37570,1,1,0,63,5,1,1,2,44,1,2,1,2018,51,1,0,0,1,0,1,1,0
37585,1,1,1,48,24400,3,0,2,42,0,2,1,2018,51,1,0,0,1,0,1,1,0
37592,1,1,0,53,8400,1,1,2,39,0,2,1,2018,51,1,0,0,1,0,1,1,0
37594,0,1,0,21,1001,1,0,2,39,1,2,1,2018,51,1,0,0,1,0,1,1,0
37599,1,1,1,37,0,3,0,2,38,0,2,1,2018,51,1,0,0,0,0,1,1,0
37599,1,1,1,28,40000,3,0,1,34,1,2,1,2018,51,1,1,0,0,0,1,1,0
37599,1,1,1,54,8563,3,0,2,40,1,2,1,2018,51,1,0,0,1,0,1,1,0
37600,1,1,1,28,15503,2,0,2,40,1,2,2,2018,51,1,0,0,1,0,0,0,1
37608,0,2,0,32,29000,2,0,1,39,1,2,1,2018,51,1,1,0,1,0,0,1,0
37608,0,2,0,34,0,2,0,2,39,0,2,1,2018,51,1,0,0,1,0,0,1,0
37618,1,1,0,37,10055,1,0,2,34,0,2,1,2018,51,1,0,0,0,0,1,1,0
37619,1,1,0,47,15000,2,0,1,39,6,2,2,2018,51,1,1,0,1,0,0,0,1
37636,0,2,0,37,0,1,0,2,40,0,2,1,2018,51,1,0,0,1,0,1,1,0
37641,1,1,0,64,11147,1,0,1,39,0,2,5,2018,51,1,1,0,1,0,1,0,1
37647,0,2,0,21,18002,3,0,2,39,4,2,2,2018,51,1,0,0,1,0,1,0,1
37651,1,1,1,37,15000,2,0,1,41,1,1,2,2018,51,1,1,0,1,0,0,0,1
37667,1,1,1,35,0,1,0,1,43,2,1,4,2018,51,1,1,0,1,0,1,0,1
37667,1,1,1,29,0,1,0,2,44,0,1,4,2018,51,1,0,0,1,0,1,0,1
37669,0,2,0,54,11600,1,0,2,43,4,2,1,2018,51,1,0,0,1,0,1,1,0
37669,0,2,0,52,10000,1,0,1,40,6,2,1,2018,51,1,1,0,1,0,1,1,0
37680,1,1,0,25,1000,1,0,2,44,1,2,1,2018,51,1,0,0,1,0,1,1,0
37699,0,2,0,32,0,1,0,2,33,0,2,1,2018,51,1,0,0,0,0,1,1,0
37710,1,1,1,35,17562,3,0,1,42,1,2,1,2018,51,1,1,0,1,0,1,1,0
37719,0,2,0,54,0,1,0,2,38,0,2,2,2018,51,1,0,0,0,0,1,0,1
37719,0,2,0,61,2940,1,0,1,36,0,2,2,2018,51,1,1,0,0,0,1,0,1
37721,1,1,1,40,18000,3,0,2,39,3,1,1,2018,51,1,0,0,1,0,1,1,0
37722,0,2,0,37,17000,1,0,2,43,1,2,1,2018,51,1,0,0,1,0,1,1,0
37723,1,1,1,33,10800,1,0,2,39,0,1,1,2018,51,1,0,0,1,0,1,1,0
37729,1,1,0,50,9300,3,1,1,39,0,2,4,2018,51,1,1,0,1,0,1,0,1
37731,1,1,1,27,19000,3,0,1,39,1,1,3,2018,51,1,1,0,1,0,1,0,1
37784,1,1,1,47,700,1,0,1,42,6,2,1,2018,51,1,1,0,1,0,1,1,0
37784,1,1,1,58,12012,1,0,2,43,0,1,1,2018,51,1,0,0,1,0,1,1,0
37786,0,2,0,52,0,1,0,2,43,0,2,1,2018,51,1,0,0,1,0,1,1,0
37787,0,1,0,54,-3999,1,0,2,32,6,2,1,2018,51,1,0,0,0,0,1,1,0
37811,0,2,0,44,36000,3,0,1,33,1,2,1,2018,51,1,1,0,0,0,1,1,0
37811,0,2,0,45,0,3,0,2,33,0,2,1,2018,51,1,0,0,0,0,1,1,0
37816,0,1,0,44,1500,1,0,1,43,5,2,1,2018,51,1,1,0,1,0,1,1,0
37816,0,1,0,43,26000,1,0,2,43,0,2,1,2018,51,1,0,0,1,0,1,1,0
37840,0,2,0,30,0,1,0,2,43,1,2,1,2018,51,1,0,0,1,0,1,1,0
37841,1,1,1,29,29000,3,0,1,40,1,1,1,2018,51,1,1,0,1,0,1,1,0
37841,1,1,1,31,4800,3,0,2,35,1,1,1,2018,51,1,0,0,0,0,1,1,0
37841,1,1,0,46,0,1,1,1,45,1,2,1,2018,51,1,1,0,1,0,1,1,0
37841,1,1,0,36,0,1,1,2,43,0,2,1,2018,51,1,0,0,1,0,1,1,0
37845,1,1,1,42,22000,2,0,1,43,1,1,4,2018,51,1,1,0,1,0,0,0,1
37845,1,1,1,40,3000,2,0,2,39,1,1,4,2018,51,1,0,0,1,0,0,0,1
37852,1,1,0,32,0,1,1,2,34,0,2,3,2018,51,1,0,0,0,0,1,0,1
37875,1,1,1,34,21000,2,0,1,42,1,1,16,2018,51,1,1,0,1,0,0,0,1
37880,1,1,0,58,8000,1,0,2,39,6,2,1,2018,51,1,0,0,1,0,1,1,0
37902,1,1,1,42,1201,2,0,2,39,1,1,4,2018,51,1,0,0,1,0,0,0,1
37902,1,1,1,44,25001,2,0,1,39,1,1,4,2018,51,1,1,0,1,0,0,0,1
37913,0,2,0,46,28600,3,0,1,39,1,2,4,2018,51,1,1,0,1,0,1,0,1
37913,0,2,0,33,9419,3,0,2,39,0,2,4,2018,51,1,0,0,1,0,1,0,1
37932,1,1,0,57,27400,2,1,1,39,0,2,4,2018,51,1,1,0,1,0,0,0,1
37932,1,1,0,49,1,2,1,2,39,0,2,4,2018,51,1,0,0,1,0,0,0,1
37932,0,2,0,21,0,2,0,2,39,0,2,4,2018,51,1,0,0,1,0,0,0,1
37937,0,1,0,19,4060,1,0,1,40,0,2,4,2018,51,1,1,0,1,0,1,0,1
37937,1,2,1,45,3000,1,0,2,39,0,2,4,2018,51,1,0,0,1,0,1,0,1
37939,1,1,0,25,640,1,1,2,31,1,2,1,2018,51,1,0,0,0,0,1,1,0
37945,1,1,1,20,15000,2,0,1,38,1,1,1,2018,51,1,1,0,0,0,0,1,0
37946,0,2,0,60,11000,1,0,2,37,1,2,2,2018,51,1,0,0,0,0,1,0,1
37949,1,1,0,61,14400,2,1,2,41,0,2,1,2018,51,1,0,0,1,0,0,1,0
37950,1,1,1,27,8000,1,0,1,40,2,1,1,2018,51,1,1,0,1,0,1,1,0
37951,1,1,0,52,0,1,1,1,39,6,2,1,2018,51,1,1,0,1,0,1,1,0
37969,1,1,0,54,17502,1,0,2,39,2,2,1,2018,51,1,0,0,1,0,1,1,0
37969,1,1,0,47,3000,1,0,1,32,1,2,1,2018,51,1,1,0,0,0,1,1,0
37970,1,1,1,52,10005,3,0,2,39,1,1,1,2018,51,1,0,0,1,0,1,1,0
37989,0,2,0,42,25000,1,0,1,44,0,2,4,2018,51,1,1,0,1,0,1,0,1
37989,1,1,0,49,0,1,0,2,44,0,2,4,2018,51,1,0,0,1,0,1,0,1
37996,1,2,1,60,10500,2,0,2,44,1,2,1,2018,51,1,0,0,1,0,0,1,0
38022,1,1,1,37,0,1,0,2,40,0,1,1,2018,51,1,0,0,1,0,1,1,0
38040,0,2,0,33,310,1,0,2,43,1,2,7,2018,51,1,0,0,1,0,1,0,1
38040,1,1,1,26,18000,3,0,2,39,1,1,1,2018,51,1,0,0,1,0,1,1,0
38048,1,2,1,49,13000,1,0,2,35,1,2,1,2018,51,1,0,0,0,0,1,1,0
38048,0,1,0,19,3250,1,0,1,40,1,2,1,2018,51,1,1,0,1,0,1,1,0
38048,0,2,0,51,8000,1,0,1,34,6,2,1,2018,51,1,1,0,0,0,1,1,0
38049,1,1,0,32,22600,3,1,2,39,1,2,2,2018,51,1,0,0,1,0,1,0,1
38089,1,1,1,33,3600,1,0,2,44,1,2,4,2018,51,1,0,0,1,0,1,0,1
38090,1,1,1,39,0,1,0,1,41,0,1,5,2018,51,1,1,0,1,0,1,0,1
38090,1,1,1,40,15000,1,0,2,44,1,1,5,2018,51,1,0,0,1,0,1,0,1
38098,1,1,1,61,0,1,0,2,39,0,1,1,2018,51,1,0,0,1,0,1,1,0
38101,1,1,0,31,3600,1,0,2,42,0,2,1,2018,51,1,0,0,1,0,1,1,0
38101,1,1,1,60,15261,1,0,2,40,1,1,1,2018,51,1,0,0,1,0,1,1,0
38102,1,1,1,61,8436,2,0,2,46,0,1,1,2018,51,1,0,0,1,0,0,1,0
38102,1,1,1,58,1176,2,0,2,39,0,1,1,2018,51,1,0,0,1,0,0,1,0
38111,1,1,1,34,39000,3,0,2,42,1,1,1,2018,51,1,0,0,1,0,1,1,0
38111,1,1,1,47,0,3,0,1,39,0,1,1,2018,51,1,1,0,1,0,1,1,0
38112,1,1,0,25,60,1,1,2,34,0,2,1,2018,51,1,0,0,0,0,1,1,0
38113,1,1,1,35,30500,2,0,2,39,1,1,2,2018,51,1,0,0,1,0,0,0,1
38126,1,1,1,31,15000,1,0,2,43,1,2,1,2018,51,1,0,0,1,0,1,1,0
38126,1,1,1,36,0,1,0,1,43,0,2,1,2018,51,1,1,0,1,0,1,1,0
38143,0,2,0,54,0,1,0,1,43,0,2,1,2018,51,1,1,0,1,0,1,1,0
38173,1,1,1,45,42000,3,0,1,44,1,2,4,2018,51,1,1,0,1,0,1,0,1
38173,1,1,1,43,0,3,0,2,43,0,2,4,2018,51,1,0,0,1,0,1,0,1
38177,1,1,0,37,13700,2,1,1,43,1,2,2,2018,51,1,1,0,1,0,0,0,1
38177,1,1,1,25,12001,1,0,1,43,1,1,2,2018,51,1,1,0,1,0,1,0,1
38181,0,1,0,30,8001,1,0,2,39,0,2,2,2018,51,1,0,0,1,0,1,0,1
38182,0,2,0,38,1,1,0,2,41,0,2,2,2018,51,1,0,0,1,0,1,0,1
38182,0,2,0,42,22001,1,0,1,43,1,2,2,2018,51,1,1,0,1,0,1,0,1
38207,0,2,0,50,14965,1,0,1,43,1,2,1,2018,51,1,1,0,1,0,1,1,0
38207,1,1,0,43,0,1,0,2,39,1,2,1,2018,51,1,0,0,1,0,1,1,0
38209,1,1,1,23,16000,3,0,2,39,2,1,1,2018,51,1,0,0,1,0,1,1,0
38234,0,2,0,42,0,1,0,2,39,0,2,1,2018,51,1,0,0,1,0,1,1,0
38234,0,2,0,42,17000,1,0,1,39,1,2,1,2018,51,1,1,0,1,0,1,1,0
38242,1,1,1,46,36002,3,0,1,37,1,1,1,2018,51,1,1,0,0,0,1,1,0
38242,0,2,0,46,0,3,0,2,43,0,2,1,2018,51,1,0,0,1,0,1,1,0
38243,0,2,0,38,20800,2,0,1,37,1,2,1,2018,51,1,1,0,0,0,0,1,0
38243,0,2,0,38,18720,2,0,2,33,1,2,1,2018,51,1,0,0,0,0,0,1,0
38244,1,1,1,46,0,1,0,1,37,0,1,7,2018,51,1,1,0,0,0,1,0,1
38244,1,1,1,61,0,1,0,2,39,0,1,1,2018,51,1,0,0,1,0,1,1,0
38254,1,1,1,49,2105,1,0,2,39,1,2,2,2018,51,1,0,0,1,0,1,0,1
38257,1,1,1,30,5000,1,0,1,39,1,2,1,2018,51,1,1,0,1,0,1,1,0
42405,1,1,0,26,4500,1,1,2,37,1,2,2,2018,45,0,0,0,0,0,1,0,1
42416,1,1,1,19,600,3,0,2,39,0,1,2,2018,45,0,0,0,1,0,1,0,1
42418,1,1,1,44,0,1,0,2,39,0,1,1,2018,45,0,0,0,1,0,1,1,0
42419,1,1,0,46,9600,1,1,2,42,0,2,3,2018,45,0,0,0,1,0,1,0,1
42419,1,1,0,56,3720,1,1,2,39,0,2,3,2018,45,0,0,0,1,0,1,0,1
42424,1,1,0,62,9750,1,1,2,37,0,2,1,2018,45,0,0,0,0,0,1,1,0
42428,1,1,0,55,0,1,0,2,35,0,2,2,2018,45,0,0,0,0,0,1,0,1
42434,1,1,0,48,20000,2,1,2,39,1,2,2,2018,45,0,0,0,1,0,0,0,1
42434,1,1,0,23,0,2,1,2,41,1,2,2,2018,45,0,0,0,1,0,0,0,1
42439,0,2,0,44,0,1,0,1,39,1,2,2,2018,45,0,1,0,1,0,1,0,1
42445,1,1,0,35,15444,2,1,1,39,0,2,2,2018,45,0,1,0,1,0,0,0,1
42448,1,1,1,21,8040,1,1,2,36,8,1,2,2018,45,0,0,0,0,0,1,0,1
42449,1,1,0,59,12023,1,1,2,39,0,2,2,2018,45,0,0,0,1,0,1,0,1
42450,1,1,0,61,9000,1,1,2,39,0,2,2,2018,45,0,0,0,1,0,1,0,1
42454,1,1,0,28,4939,1,0,2,42,6,2,2,2018,45,0,0,0,1,0,1,0,1
42454,1,1,0,52,2291,1,1,2,40,0,2,2,2018,45,0,0,0,1,0,1,0,1
42456,1,1,0,53,12004,1,1,1,39,1,2,2,2018,45,0,1,0,1,0,1,0,1
42458,1,1,0,39,9100,1,0,2,40,0,2,2,2018,45,0,0,0,1,0,1,0,1
42462,0,2,0,53,0,1,0,2,39,1,2,2,2018,45,0,0,0,1,0,1,0,1
42463,0,2,0,39,45000,3,0,1,33,1,2,2,2018,45,0,1,0,0,0,1,0,1
42463,0,2,0,45,0,3,0,2,31,0,2,2,2018,45,0,0,0,0,0,1,0,1
42471,0,1,0,56,0,1,0,2,39,0,2,2,2018,45,0,0,0,1,0,1,0,1
42471,1,1,0,25,9000,1,1,1,39,0,2,2,2018,45,0,1,0,1,0,1,0,1
42471,0,2,0,63,0,1,0,1,39,1,2,2,2018,45,0,1,0,1,0,1,0,1
42477,1,1,0,41,8900,1,1,2,40,1,2,2,2018,45,0,0,0,1,0,1,0,1
42477,1,1,0,19,7000,1,1,1,39,1,2,2,2018,45,0,1,0,1,0,1,0,1
42479,0,2,0,32,13000,1,0,2,36,1,2,2,2018,45,0,0,0,0,0,1,0,1
42479,0,2,0,33,0,1,0,1,38,0,2,2,2018,45,0,1,0,0,0,1,0,1
42481,1,1,0,45,9000,1,1,2,39,0,2,2,2018,45,0,0,0,1,0,1,0,1
42483,1,1,1,45,0,1,0,2,43,0,1,1,2018,45,0,0,0,1,0,1,1,0
42484,1,1,0,47,3000,1,1,2,40,0,2,2,2018,45,0,0,0,1,0,1,0,1
42486,1,1,0,61,9000,1,1,2,39,1,2,2,2018,45,0,0,0,1,0,1,0,1
42506,1,1,0,54,12000,1,1,2,38,0,2,2,2018,45,0,0,0,0,0,1,0,1
42521,1,1,0,57,7139,1,1,1,43,0,2,2,2018,45,0,1,0,1,0,1,0,1
42526,1,1,0,29,9100,1,1,2,40,6,1,2,2018,45,0,0,0,1,0,1,0,1
42534,1,1,0,63,13499,2,0,2,39,0,2,2,2018,45,0,0,0,1,0,0,0,1
42535,0,2,0,61,0,1,0,1,36,0,2,2,2018,45,0,1,0,0,0,1,0,1
42536,1,1,0,48,18324,3,1,1,39,0,2,2,2018,45,0,1,0,1,0,1,0,1
42540,1,1,0,21,18861,1,1,2,39,1,2,2,2018,45,0,0,0,1,0,1,0,1
42542,1,1,0,46,19500,3,1,2,37,6,2,1,2018,45,0,0,0,0,0,1,1,0
42542,1,1,0,22,0,3,1,2,39,0,1,2,2018,45,0,0,0,1,0,1,0,1
42543,1,1,0,30,7000,1,1,1,38,0,2,2,2018,45,0,1,0,0,0,1,0,1
42547,0,2,0,38,0,1,0,2,39,0,2,1,2018,45,0,0,0,1,0,1,1,0
42547,0,2,0,42,28000,1,0,1,43,1,2,1,2018,45,0,1,0,1,0,1,1,0
42552,0,2,0,60,21277,3,0,2,34,0,2,2,2018,45,0,0,0,0,0,1,0,1
42552,1,1,0,39,1968,3,1,2,39,0,2,2,2018,45,0,0,0,1,0,1,0,1
42552,1,1,0,30,1080,3,1,1,40,0,2,2,2018,45,0,1,0,1,0,1,0,1
42553,1,1,1,39,16000,2,0,1,43,4,1,2,2018,45,0,1,0,1,0,0,0,1
42555,1,1,0,50,0,1,0,2,39,0,2,2,2018,45,0,0,0,1,0,1,0,1
42562,1,1,0,29,3000,1,1,2,39,1,2,2,2018,45,0,0,0,1,0,1,0,1
43503,1,1,0,47,12240,1,1,2,42,0,2,1,2018,45,0,0,0,1,0,1,1,0
43503,1,1,0,19,4500,1,1,2,39,0,2,1,2018,45,0,0,0,1,0,1,1,0
43512,1,1,1,61,16080,3,0,2,35,0,2,1,2018,45,0,0,0,0,0,1,1,0
43523,1,1,1,29,30006,2,0,1,42,1,1,1,2018,45,0,1,0,1,0,0,1,0
43523,0,2,0,27,800,2,0,2,46,0,2,1,2018,45,0,0,0,1,0,0,1,0
43524,1,1,0,23,4640,1,1,2,39,0,2,1,2018,45,0,0,0,1,0,1,1,0
43531,1,1,0,39,8460,1,1,2,41,0,2,1,2018,45,0,0,0,1,0,1,1,0
43537,1,1,0,56,15299,2,0,1,39,0,2,2,2018,45,0,1,0,1,0,0,0,1
43537,1,1,1,57,16000,3,0,2,35,1,1,2,2018,45,0,0,0,0,0,1,0,1
43539,1,1,1,27,30000,2,1,1,42,4,1,1,2018,45,0,1,0,1,0,0,1,0
43539,1,1,1,26,0,2,1,2,40,0,1,1,2018,45,0,0,0,1,0,0,1,0
43541,0,2,0,29,4080,1,0,2,40,1,2,2,2018,45,0,0,0,1,0,1,0,1
43744,1,2,1,25,0,2,0,1,36,1,2,1,2018,45,0,1,0,0,0,0,1,0
43755,1,1,0,45,11615,3,1,1,31,0,2,2,2018,45,0,1,0,0,0,1,0,1
43767,1,1,0,57,16320,3,0,1,40,0,2,1,2018,45,0,1,0,1,0,1,1,0
43770,1,1,0,59,21896,3,0,2,39,0,2,2,2018,45,0,0,0,1,0,1,0,1
43775,1,1,1,64,10701,1,0,1,44,0,1,1,2018,45,0,1,0,1,0,1,1,0
43775,1,1,1,64,0,1,0,2,44,0,1,1,2018,45,0,0,0,1,0,1,1,0
43778,1,1,0,28,10536,1,1,2,41,0,2,1,2018,45,0,0,0,1,0,1,1,0
43778,1,1,0,36,0,1,1,1,40,0,2,1,2018,45,0,1,0,1,0,1,1,0
43790,1,1,0,40,15440,2,0,1,40,1,2,1,2018,45,0,1,0,1,0,0,1,0
43792,0,2,0,61,0,1,0,2,39,8,2,2,2018,45,0,0,0,1,0,1,0,1
43796,1,1,1,64,9792,1,0,1,36,0,1,1,2018,45,0,1,0,0,0,1,1,0
43796,1,1,1,53,3500,1,0,2,36,1,1,1,2018,45,0,0,0,0,0,1,1,0
43803,0,2,0,55,0,1,0,2,39,1,2,2,2018,45,0,0,0,1,0,1,0,1
43803,0,2,0,32,7400,1,0,1,39,0,2,2,2018,45,0,1,0,1,0,1,0,1
43807,1,1,0,53,14412,2,1,1,37,0,2,2,2018,45,0,1,0,0,0,0,0,1
43810,1,1,0,35,0,1,0,2,43,1,2,1,2018,45,0,0,0,1,0,1,1,0
43813,0,2,0,37,18000,1,0,2,39,1,2,2,2018,45,0,0,0,1,0,1,0,1
43820,0,2,0,61,0,1,0,1,39,0,2,2,2018,45,0,1,0,1,0,1,0,1
43821,0,2,0,38,0,1,0,1,39,0,2,2,2018,45,0,1,0,1,0,1,0,1
43821,1,1,0,57,0,1,0,2,40,0,2,2,2018,45,0,0,0,1,0,1,0,1
43822,1,1,0,22,4000,1,1,2,39,0,2,2,2018,45,0,0,0,1,0,1,0,1
43823,1,1,0,33,800,1,0,2,39,0,2,2,2018,45,0,0,0,1,0,1,0,1
43825,0,2,0,33,11001,1,0,2,41,1,2,1,2018,45,0,0,0,1,0,1,1,0
42564,1,1,0,42,12179,3,1,2,39,0,2,2,2018,45,0,0,0,1,0,1,0,1
42564,1,1,0,23,0,3,1,2,39,0,2,2,2018,45,0,0,0,1,0,1,0,1
42564,1,1,0,23,9001,3,1,1,35,1,2,2,2018,45,0,1,0,0,0,1,0,1
42569,1,1,0,36,0,1,1,2,37,0,2,1,2018,45,0,0,0,0,0,1,1,0
42569,1,1,0,37,15000,1,1,1,34,1,2,1,2018,45,0,1,0,0,0,1,1,0
42570,0,2,0,34,20000,2,0,1,37,1,2,1,2018,45,0,1,0,0,0,0,1,0
42570,0,2,0,31,0,2,0,2,38,0,2,1,2018,45,0,0,0,0,0,0,1,0
42587,0,2,0,19,0,1,0,1,37,8,2,2,2018,45,0,1,0,0,0,1,0,1
42589,1,1,0,23,7179,1,1,2,39,1,2,2,2018,45,0,0,0,1,0,1,0,1
42589,1,1,0,25,10600,1,1,1,35,1,2,2,2018,45,0,1,0,0,0,1,0,1
42598,1,1,1,19,8000,1,0,2,39,1,1,2,2018,45,0,0,0,1,0,1,0,1
42603,1,1,1,33,0,1,0,2,38,0,1,2,2018,45,0,0,0,0,0,1,0,1
42604,0,2,0,27,0,1,0,2,40,0,2,1,2018,45,0,0,0,1,0,1,1,0
42617,1,1,0,36,0,2,1,2,39,0,2,1,2018,45,0,0,0,1,0,0,1,0
42617,1,1,0,40,20000,2,1,1,39,0,2,1,2018,45,0,1,0,1,0,0,1,0
42622,1,1,1,60,105,1,0,1,42,0,1,1,2018,45,0,1,0,1,0,1,1,0
42622,1,1,1,58,0,1,0,2,40,0,1,1,2018,45,0,0,0,1,0,1,1,0
42623,1,1,0,59,11039,1,1,2,40,0,2,1,2018,45,0,0,0,1,0,1,1,0
42623,0,2,0,31,0,1,0,1,35,0,2,1,2018,45,0,1,0,0,0,1,1,0
42625,1,1,0,39,0,1,0,1,39,0,2,1,2018,45,0,1,0,1,0,1,1,0
42643,1,1,1,40,4,1,0,1,43,1,1,1,2018,45,0,1,0,1,0,1,1,0
42652,0,2,0,40,2900,1,0,2,41,1,2,1,2018,45,0,0,0,1,0,1,1,0
42652,1,1,0,44,15659,2,0,1,43,0,2,1,2018,45,0,1,0,1,0,0,1,0
42661,1,1,1,60,12955,3,0,2,39,1,1,2,2018,45,0,0,0,1,0,1,0,1
42673,0,2,0,50,0,1,0,1,42,0,2,1,2018,45,0,1,0,1,0,1,1,0
42673,0,2,0,47,0,1,0,2,39,0,2,1,2018,45,0,0,0,1,0,1,1,0
42677,1,1,0,56,18012,2,1,2,39,0,2,1,2018,45,0,0,0,1,0,0,1,0
42677,1,1,0,33,24,2,1,1,39,0,2,1,2018,45,0,1,0,1,0,0,1,0
42677,1,1,0,61,14412,2,1,1,39,0,2,1,2018,45,0,1,0,1,0,0,1,0
42684,1,1,1,38,67,1,0,2,43,1,1,1,2018,45,0,0,0,1,0,1,1,0
42684,1,1,1,39,106,1,0,1,42,1,1,1,2018,45,0,1,0,1,0,1,1,0
42691,1,1,0,46,16020,3,1,1,43,1,2,1,2018,45,0,1,0,1,0,1,1,0
42691,1,1,0,32,22000,3,1,2,40,1,2,1,2018,45,0,0,0,1,0,1,1,0
42703,1,1,0,26,7210,1,1,1,43,0,2,1,2018,45,0,1,0,1,0,1,1,0
42705,1,1,1,54,23067,3,0,1,39,1,1,2,2018,45,0,1,0,1,0,1,0,1
42708,1,1,0,56,20,1,0,1,39,0,2,1,2018,45,0,1,0,1,0,1,1,0
42720,1,1,1,44,16000,3,0,1,43,1,1,2,2018,45,0,1,0,1,0,1,0,1
42741,1,1,1,29,26,1,0,1,38,1,1,1,2018,45,0,1,0,0,0,1,1,0
42741,1,1,1,29,11,1,0,2,44,1,1,1,2018,45,0,0,0,1,0,1,1,0
42752,1,1,0,29,0,1,1,1,40,0,2,1,2018,45,0,1,0,1,0,1,1,0
42752,1,1,0,45,0,1,1,2,43,0,2,1,2018,45,0,0,0,1,0,1,1,0
42761,0,2,0,44,52,1,0,2,39,1,2,1,2018,45,0,0,0,1,0,1,1,0
42761,0,2,0,45,52,1,0,1,43,1,2,1,2018,45,0,1,0,1,0,1,1,0
42762,1,1,1,36,116,1,0,1,43,1,1,1,2018,45,0,1,0,1,0,1,1,0
42762,1,1,1,31,0,1,0,2,43,0,1,1,2018,45,0,0,0,1,0,1,1,0
42767,1,1,1,63,12,1,0,2,43,4,1,2,2018,45,0,0,0,1,0,1,0,1
42770,0,2,0,61,3720,3,0,2,39,1,2,2,2018,45,0,0,0,1,0,1,0,1
42770,1,1,0,57,18059,3,1,2,39,0,2,2,2018,45,0,0,0,1,0,1,0,1
42774,1,1,0,51,0,1,1,2,39,0,2,2,2018,45,0,0,0,1,0,1,0,1
42774,0,2,0,28,6600,1,0,2,39,4,2,2,2018,45,0,0,0,1,0,1,0,1
42779,0,2,0,39,0,1,0,2,40,0,2,2,2018,45,0,0,0,1,0,1,0,1
42780,1,1,0,34,16000,1,1,2,41,1,2,2,2018,45,0,0,0,1,0,1,0,1
